م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
1056,New Gold BLACK ONE KAREN LOW 100ML,0,0,113,0,240,0,220,0,200,0,180,0,2022/01/22,,,,,,,,,,,,,,,3700134405609,KAREN LOW,0,,0,New Gold,BLACK ONE,100ML,,,112٫39,0,0,,1,نواقص,99999,,113,,2022/01/22,,,,,,,,2022/01/22,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,52٫92,113,2021/09/14,,113,لا,240,220,200,180,0
1057,New Gold BLEU IMPERIAL COLLECTION PRIVEE 100ML,0,0,153٫5,0,310,0,280,0,250,0,220,0,2023/08/06,,,,,,,,,,,,,,,3700134410535,COLLECTION PRIVEE,0,,0,New Gold,BLEU IMPERIAL,100ML,,,101٫95,0,0,,1,نواقص,99999,,153٫5,,2023/08/06,,,,,,,,2023/08/06,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50٫48,153٫5,2021/09/14,,153٫5,لا,310,280,250,220,0
1058,New Gold BLUE LARA,0,0,32,0,55,0,45,0,40,0,37٫5,0,2022/12/01,,,,,,,,,,,,,,,6223004020261,,0,,0,New Gold,BLUE LARA,,,,71٫88,0,0,,1,نواقص,99999,,32,,2022/12/01,,,,,,,,2022/12/01,,-1,,,,,رويال/ادره المخازن,,,,0,41٫82,32,2022/02/11,,32,لا,55,45,40,37٫5,0
1059,New Gold BLUE NOTE,0,0,30٫09,0,65,0,55,0,50,0,40,0,2024/01/31,,,,,,,,,,,,,,,3700108361009,,0,,0,New Gold,BLUE NOTE,,,,115٫99,0,0,,1,نواقص,99999,,36,,2023/03/12,,,,,,,,2024/01/11,,-1,,,,,رويال/ادره المخازن,,,,0,53٫7,36,2022/02/11,,30٫09,لا,65,55,50,40,0
1060,New Gold BUSINESS MAN CLASSIC,0,0,41,0,107,0,80,0,65,0,57٫5,0,2024/07/15,,,,,,,,,,,,,,,3442151008219,CLASSIC,0,,0,New Gold,BUSINESS MAN,,,,160٫98,0,0,,1,نواقص,99999,,41,,2024/07/15,,,,,,,,2024/07/15,,-1,,,,,رويال/ادره المخازن,,,,0,61٫68,41,2022/02/09,,41,لا,107,80,65,57٫5,0
1061,New Gold CHANCELLOR FOR MEN 100ML,0,0,183٫32,0,325,0,300,0,280,0,250,0,2024/12/19,,,,,,,,,,,,,,,3442151001128,FOR MEN,0,,0,New Gold,CHANCELLOR,100ML,,,77٫28,0,0,,1,نواقص,99999,,177,,2023/10/12,,,,,,,,2023/05/23,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,43٫59,177,2022/02/11,,183٫32,لا,325,300,280,250,0
1062,New Gold CHARMED GOLD UNITED FUN,0,0,80,0,150,0,120,0,100,0,90,0,2023/03/11,,,,,,,,,,,,,,,8276690200330,UNITED FUN,0,,0,New Gold,CHARMED GOLD,,,,87٫5,0,0,,1,نواقص,99999,,80,,2023/03/11,,,,,,,,2023/03/11,,-1,,,,,رويال/ادره المخازن,,,,0,46٫67,80,2022/02/09,,80,لا,150,120,100,90,0
1063,New Gold CLUP GENTLMAN BLACK,0,0,55,0,110,0,90,0,75,0,60,0,2024/12/19,,,,,,,,,,,,,,,3700134405975,,0,,0,New Gold,CLUP GENTLMAN BLACK,,,,100,0,0,,1,---,99999,,55,,,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,50,55,2021/08/01,,55,لا,110,90,75,60,0
1064,New Gold ELEGANT DIPLOMATE JOHAN.B 100ML,0,0,184٫43,0,325,0,300,0,280,0,250,0,2024/12/19,,,,,,,,,,,,,,,3700134407672,JOHAN.B,0,,0,New Gold,ELEGANT DIPLOMATE,100ML,,,76٫22,0,0,,1,نواقص,99999,,177٫1,,2023/10/12,,,,,,,,2023/11/27,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,43٫25,177٫1,2022/02/11,,184٫43,لا,325,300,280,250,0
1065,New Gold GEPARLYS MILLIARD SPIRIT,0,0,110,0,235٫5,0,200,0,175,0,135,0,2022/07/26,,,,,,,,,,,,,,,6223004021695,MILLIARD,0,,0,New Gold,GEPARLYS,SPIRIT,,,114٫09,0,0,,1,نواقص,99999,,120,,2022/07/31,,,,,,,,2022/07/26,,-1,,,,,رصيد اول المده,,,,0,53٫29,120,2021/08/01,,110,لا,235٫5,200,175,135,0
1066,New Gold GRACE FEMININE REYANE TRADITION 85ML,0,0,285٫5,0,600,0,550,0,500,0,400,0,2024/07/19,,,,,,,,,,,,,,,3700066738578,REYANE TRADITION,0,,0,New Gold,GRACE FEMININE,85ML,,,110٫16,0,0,,1,نواقص,964,,256٫5,,2024/07/22,,,,,,,,2024/07/19,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,52٫42,256٫5,2022/02/11,,285٫5,لا,600,550,500,400,0
1067,New Gold GRIS CHIC ALBANE 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700066701657,ALBANE,0,,0,New Gold,GRIS CHIC,250ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2023/10/12,,,,,,,,2022/01/05,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2021/09/14,,60٫42,لا,102,90,80,70,0
1068,New Gold HANA HAYETTI 75ML,0,0,48٫81,0,120,0,100,0,90,0,80,0,2024/12/19,,,,,,,,,,,,,,,3760137560088,75ML,0,,0,New Gold,HANA HAYETTI,,,,145٫85,0,0,,1,نواقص,99999,,47,,2024/04/03,,,,,,,,2024/09/06,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,59٫32,47,2022/02/11,,48٫81,لا,120,100,90,80,0
1069,New Gold Hot Line Aqua Marina,0,0,24,0,40,0,35,0,30,0,27,0,2023/01/31,,,,,,,,,,,,,,,016016,Aqua Marina,0,,0,New Gold,Hot Line,,,,66٫67,0,0,,1,نواقص,99999,,24,,2023/01/31,,,,,,,,2023/01/31,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,40,24,2021/05/13,,24,لا,40,35,30,27,0
1070,New Gold Hot Line Love Music,0,0,24,0,40,0,35,0,30,0,27,0,2024/12/19,,,,,,,,,,,,,,,6223004020773,Love Music,0,,0,New Gold,Hot Line,,,,66٫67,0,0,,1,نواقص,99999,,24,,2021/10/18,,,,,,,,2022/11/15,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,40,24,2021/05/13,,24,لا,40,35,30,27,0
1071,New Gold HOTLINE ANABELA,0,0,24٫5,0,36,0,32,0,30,0,27,0,2023/03/08,,,,,,,,,,,,,,,6223004029929,ANABELA,0,,0,New Gold,HOTLINE,,,,46٫94,0,0,,1,نواقص,99999,,25,,2022/06/16,,,,,,,,2023/03/08,,-1,,,,,رصيد اول المده,,,,0,31٫94,25,2021/08/01,,24٫5,لا,36,32,30,27,0
1072,New Gold HOTLINE AQUA MARINA,0,0,20,0,36,0,30,0,27,0,22,0,2023/01/31,,,,,,,,,,,,,,,6223004020889,AQUA MARINA,0,,0,New Gold,HOTLINE,,,,80,0,0,,1,نواقص,99999,,20,,2023/01/31,,,,,,,,2023/01/31,,-1,,,,,رويال/ادره المخازن,,,,0,44٫44,20,2022/02/11,,20,لا,36,30,27,22,0
1073,New Gold HOTLINE DARLING,0,0,24٫83,0,36,0,32,0,30,0,27,0,2022/11/24,,,,,,,,,,,,,,,024001   6223004029967,DARLING,0,,0,New Gold,HOTLINE,,,,44٫97,0,0,,1,نواقص,99999,,25٫5,,2022/11/24,,,,,,,,2022/11/24,,-1,,,,,رويال/ادره المخازن,,,,0,31٫02,25٫5,2022/02/11,,24٫83,لا,36,32,30,27,0
1074,New Gold HOTLINE ELIXIR,0,0,24٫67,0,36,0,32,0,30,0,27,0,2024/12/19,,,,,,,,,,,,,,,6223004020766,ELIXIR,0,,0,New Gold,HOTLINE,,,,45٫95,0,0,,1,نواقص,99999,,25,,2022/06/18,,,,,,,,2023/05/25,,-1,,,,,رصيد اول المده,,,,0,31٫48,25,2021/08/01,,24٫67,لا,36,32,30,27,0
1075,New Gold HOTLINE HORNEY MOON,0,0,20,0,30,0,30,0,27,0,22,0,2024/12/19,,,,,,,,,,,,,,,6223004029943,HORNEY MOON,0,,0,New Gold,HOTLINE,,,,50,0,0,,1,---,99999,,20,,,,,,,,,,2021/11/29,,-1,,,,,رصيد اول المده,,,,0,33٫33,20,2021/08/29,,20,لا,30,30,27,22,0
1076,New Gold HOTLINE MY LOVE,0,0,24٫75,0,36,0,32,0,30,0,27,0,2022/11/14,,,,,,,,,,,,,,,6223004020803,MY LOVE,0,,0,New Gold,HOTLINE,,,,45٫45,0,0,,1,نواقص,99999,,25,,2022/11/15,,,,,,,,2022/11/14,,-1,,,,,رويال/ادره المخازن,,,,0,31٫25,25,2022/02/11,,24٫75,لا,36,32,30,27,0
1077,New Gold I BY REYANE TRADITION PARIS GEPARLYS SPRAY250,0,0,49٫75,0,88,0,75,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,3700066737298,GEPARLYS,0,,0,New Gold,I BY REYANE TRADITION PARIS,SPRAY250,F,,76٫9,0,0,,1,نواقص,99999,,48,,2023/10/12,,,,,,,,2024/01/23,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,43٫47,48,2022/02/11,,49٫75,لا,88,75,70,60,0
1078,New Gold I BY REYANE TRADITION PARIS GEPARLYS SPRAY250,0,0,52٫33,0,88,0,75,0,70,0,60,0,2024/12/19,,,,,,,,,,,,,,,3700066737328,GEPARLYS,0,,0,New Gold,I BY REYANE TRADITION PARIS,SPRAY250,M\,,68٫15,0,0,,1,نواقص,99999,,48,,2023/10/12,,,,,,,,2023/10/15,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,40٫53,48,2022/02/11,,52٫33,لا,88,75,70,60,0
1079,New Gold INCEPTION PARIS POUR FEMME 90ML,0,0,149٫25,0,300,0,280,0,250,0,220,0,2024/12/19,,,,,,,,,,,,,,,3442150901313,POUR FEMME,0,,0,New Gold,INCEPTION PARIS,90ML,,,101٫01,0,0,,1,نواقص,99999,,149٫25,,2023/10/12,,,,,,,,2022/07/03,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50٫25,149٫25,2021/09/14,,149٫25,لا,300,280,250,220,0
1080,New Gold INFINITE PLEASURE ESTELLE VENDOME 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134405753,ESTELLE VENDOME,0,,0,New Gold,INFINITE PLEASURE,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2022/10/20,,,,,,,,2022/10/29,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1081,New Gold INSURRECTION GEPARLYS SPRAY250,0,0,50٫18,0,88,0,75,0,70,0,60,0,2024/03/26,,,,,,,,,,,,,,,3700066713674,GEPARLYS,0,,0,New Gold,INSURRECTION,SPRAY250,M,,75٫37,0,0,,1,نواقص,99999,,48,,2024/03/26,,,,,,,,2024/03/26,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,42٫98,48,2022/02/11,,50٫18,لا,88,75,70,60,0
1082,New Gold J'AVOUE ALL MY LOVE,0,0,65,0,149,0,120,0,90,0,75,0,2024/09/06,,,,,,,,,,,,,,,3700108350522,ALL MY LOVE,0,,0,New Gold,J'AVOUE,,,,129٫23,0,0,,1,نواقص,99999,,65,,2023/03/11,,,,,,,,2024/09/06,,-1,,,,,رويال/ادره المخازن,,,,0,56٫38,65,2022/02/09,,65,لا,149,120,90,75,0
1083,New Gold JOHAN.B FANCY 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/01/31,,,,,,,,,,,,,,,3700134409256,FANCY,0,,0,New Gold,JOHAN.B,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2023/01/25,,,,,,,,2023/01/25,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1084,New Gold JOHAN.B RICH 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134410399,RICH,0,,0,New Gold,JOHAN.B,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2022/10/23,,,,,,,,2022/10/29,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1085,New Gold KAREN LOW CODE37 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2023/05/15,,,,,,,,,,,,,,,3700134410702,CODE37,0,,0,New Gold,KAREN LOW,200 ML,WOMEN,,78٫46,0,0,,1,نواقص,1368,,32٫5,,2023/05/15,,,,,,,,2023/05/15,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1086,New Gold KAREN LOW PURE BLUE 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134410719,PURE BLUE,0,,0,New Gold,KAREN LOW,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2023/10/12,,,,,,,,2023/10/19,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1087,New Gold KAREN LOW PURE CRYSTAL 200 ML,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134406163,PURE CRYSTAL,0,,0,New Gold,KAREN LOW,200 ML,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2022/10/18,,,,,,,,2022/10/29,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1088,New Gold KAREN LOW PURE EAU FRAICHE,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134408198,PURE EAU FRAICHE,0,,0,New Gold,KAREN LOW,,,,78٫46,0,0,,1,نواقص,99999,,32٫5,,2023/10/12,,,,,,,,2022/07/22,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,0
1089,New Gold KAREN LOW XCHANGE UNLIMITED,0,0,32٫5,0,58,0,50,0,45,0,37٫5,0,2024/12/19,,,,,,,,,,,,,,,3700134406286,XCHANGE,0,,0,New Gold,KAREN LOW,UNLIMITED,200 ML,,78٫46,0,0,عطور,1,نواقص,99999,\us\134\pid\1925\f132937193353908098112.png,32٫5,,2023/11/02,,,,,,,,2023/11/02,,0,,10,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,43٫97,32٫5,2021/09/14,,32٫5,لا,58,50,45,37٫5,3
1090,New Gold Karina H Women,0,0,100,0,200,0,180,0,150,0,120,0,2023/05/16,,,,,,,,,,,,,,,3700066701183,Women,0,,0,New Gold,Karina H,,,,100,0,0,,1,نواقص,99999,,100,,2023/05/16,,,,,,,,2023/05/16,,-1,,,,,رويال/ادره المخازن,,,,0,50,100,2022/02/11,,100,لا,200,180,150,120,0
1091,New Gold LACOSTE WOMEN,0,0,75,0,150,0,140,0,130,0,120,0,2026/03/24,,,,,,,,,,,,,,,075014,WOMEN,0,,0,New Gold,LACOSTE,,,,100,0,0,,1,نواقص,99999,,75,,2026/03/24,,,,,,,,2026/03/24,,-1,,,,,نادر,,,,0,50,75,2024/04/17,,75,لا,150,140,130,120,0
1092,New Gold LES ETERNELS LEGACY 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700066701718,LEGACY,0,,0,New Gold,LES ETERNELS,250ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2022/03/10,,,,,,,,2022/03/08,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2021/09/14,,60٫42,لا,102,90,80,70,0
1093,New Gold LES IMMORTELS ALEGRIA 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700066701695,ALEGRIA,0,,0,New Gold,LES IMMORTELS,250ML,,,68٫82,0,0,,1,نواقص,99999,,60٫42,,2023/05/08,,,,,,,,2023/05/08,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2022/02/24,,60٫42,لا,102,90,80,70,0
1094,New Gold LES IMPERIALE ALBANE 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/03/25,,,,,,,,,,,,,,,3700066701701,ALBANE,0,,0,New Gold,LES IMPERIALE,250ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2024/03/25,,,,,,,,2024/03/25,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2021/09/14,,60٫42,لا,102,90,80,70,0
1095,New Gold LES INDEMODABLES ALBANE NOBLE 250 ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700066701671,ALBANE NOBLE,0,,0,New Gold,LES INDEMODABLES,250 ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2023/05/08,,,,,,,,2023/05/08,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2022/02/24,,60٫42,لا,102,90,80,70,0
1096,New Gold MAN IN BLUE CEDAR,0,0,36,0,98,0,80,0,65,0,50,0,2024/12/19,,,,,,,,,,,,,,,3700134404961,CEDAR,0,,0,New Gold,MAN IN BLUE,,,,172٫22,0,0,,1,نواقص,99999,,33,,2024/05/27,,,,,,,,2024/05/27,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,63٫27,33,2021/09/14,,36,لا,98,80,65,50,0
1097,New Gold MASCULINE KINGDOM REYANE TRADITION 85ML,0,0,300,0,600,0,550,0,500,0,400,0,2024/12/19,,,,,,,,,,,,,,,3700066738561,REYANE TRADITION,0,,0,New Gold,MASCULINE KINGDOM,85ML,,,100,0,0,,1,نواقص,99999,,300,,2023/10/12,,,,,,,,2023/01/09,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,50,300,2021/09/14,,300,لا,600,550,500,400,0
1098,New Gold MASCULINE KINGDOM REYANE TRADITION 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2023/05/08,,,,,,,,,,,,,,,3700066701640,REYANE TRADITION,0,,0,New Gold,MASCULINE KINGDOM,250ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2023/05/08,,,,,,,,2023/05/08,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2021/09/14,,60٫42,لا,102,90,80,70,0
1099,New Gold Miss Fmj,0,0,120,0,285,0,250,0,180,0,150,0,2024/12/19,,,,,,,,,,,,,,,9705100255244,,0,,0,New Gold,Miss Fmj,,,,137٫5,0,0,,1,نواقص,99999,,120,,2023/10/12,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,57٫89,120,2022/02/11,,120,لا,285,250,180,150,0
1100,New Gold OMNIX GRAY MAN,0,0,121,0,225,0,200,0,170,0,135,0,2023/07/20,,,,,,,,,,,,,,,3700134401205,GRAY,0,,0,New Gold,OMNIX,MAN,100 ML,,85٫95,0,0,,1,نواقص,99999,,121,,2023/07/21,,,,,,,,2023/07/20,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,46٫22,121,2021/09/14,,121,لا,225,200,170,135,0
1101,New Gold ONE MAN SHOW ORIGNAL 100ML,0,0,250,0,450,0,400,0,350,0,300,0,2024/01/31,,,,,,,,,,,,,,,3355991000230,ORIGNAL,0,,0,New Gold,ONE MAN SHOW,100ML,,,80,0,0,,1,نواقص,99999,,250,,2022/06/16,,,,,,,,,,-1,,,,,الاستاذ/عبد الفتاح سمير,,,,0,44٫44,250,2022/02/11,,250,لا,450,400,350,300,0
1102,New Gold OUD INTENSO REYANE 250ML,0,0,60٫42,0,102,0,90,0,80,0,70,0,2024/12/19,,,,,,,,,,,,,,,3700066701688,REYANE,0,,0,New Gold,OUD INTENSO,250ML,,,68٫83,0,0,,1,نواقص,99999,,60٫42,,2023/11/09,,,,,,,,2023/11/09,,-1,,,,,ا/عبد الفتاح سمير عبد الفتاح,,,,0,40٫77,60٫42,2021/09/14,,60٫42,لا,102,90,80,70,0
